Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
NewLearningBrain,0.099,314.044,0.629,1022,2.293
NewLearningBrain,0.100,314.852,0.608,1014,0.040
NewLearningBrain,0.099,315.480,0.458,1028,2.860
NewLearningBrain,0.101,316.401,0.726,1059,2.842
NewLearningBrain,0.097,317.184,0.600,1040,nan
NewLearningBrain,0.098,317.944,0.578,1074,1.538
NewLearningBrain,0.095,318.663,0.544,1017,2.192
NewLearningBrain,0.101,319.460,0.601,1051,0.770
NewLearningBrain,0.108,320.315,0.597,1042,1.442
NewLearningBrain,0.120,321.106,0.584,1007,1.760
NewLearningBrain,0.099,321.997,0.698,1065,4.650
NewLearningBrain,0.105,322.859,0.659,1054,3.585
NewLearningBrain,0.107,323.589,0.546,1059,1.140
NewLearningBrain,0.103,324.402,0.622,1058,2.782
NewLearningBrain,0.097,325.218,0.632,1006,1.160
NewLearningBrain,0.103,325.934,0.539,1048,2.027
NewLearningBrain,0.167,326.817,0.633,1013,2.065
NewLearningBrain,0.097,327.658,0.614,1003,0.793
NewLearningBrain,0.136,328.478,0.591,1048,1.245
NewLearningBrain,0.102,329.278,0.609,1011,1.503
NewLearningBrain,0.099,330.082,0.617,1042,2.092
NewLearningBrain,0.103,330.916,0.639,1049,1.197
NewLearningBrain,0.098,331.664,0.567,1026,1.987
NewLearningBrain,0.095,332.554,0.709,1020,1.533
NewLearningBrain,0.106,333.311,0.572,1061,3.152
NewLearningBrain,0.116,334.098,0.584,1051,1.005
NewLearningBrain,0.128,335.110,0.725,1050,0.767
NewLearningBrain,0.106,336.007,0.682,1060,2.300
NewLearningBrain,0.098,336.745,0.548,1029,1.490
NewLearningBrain,0.127,337.581,0.618,1003,2.743
NewLearningBrain,0.098,338.412,0.644,1031,0.905
NewLearningBrain,0.103,339.249,0.640,1089,3.322
NewLearningBrain,0.104,340.048,0.604,1023,2.440
NewLearningBrain,0.108,340.782,0.552,1014,2.022
NewLearningBrain,0.117,341.739,0.678,1052,1.660
NewLearningBrain,0.102,342.499,0.578,1057,2.523
NewLearningBrain,0.101,343.400,0.701,1065,2.983
NewLearningBrain,0.109,344.208,0.617,1035,0.933
NewLearningBrain,0.109,345.080,0.663,1100,5.450
NewLearningBrain,0.098,345.867,0.601,1009,4.540
NewLearningBrain,0.101,346.740,0.673,1053,3.343
NewLearningBrain,0.105,347.437,0.514,1027,2.460
NewLearningBrain,0.135,348.375,0.711,1034,0.870
NewLearningBrain,0.105,349.338,0.701,1065,2.767
NewLearningBrain,0.102,350.161,0.629,1037,3.073
NewLearningBrain,0.103,350.878,0.530,1002,2.710
NewLearningBrain,0.099,351.724,0.646,1033,2.882
NewLearningBrain,0.101,352.459,0.558,1065,2.962
NewLearningBrain,0.109,353.331,0.656,1018,2.465
NewLearningBrain,0.110,354.213,0.674,1023,1.190
NewLearningBrain,0.119,355.057,0.639,1032,2.624
