Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
NewLearningBrain,0.109,54.134,0.627,1113,0.782
NewLearningBrain,0.100,54.981,0.647,1099,2.545
NewLearningBrain,0.103,55.771,0.607,1014,3.290
NewLearningBrain,0.095,56.482,0.488,1005,-0.133
NewLearningBrain,0.113,57.269,0.577,1058,1.746
NewLearningBrain,0.095,58.079,0.626,1015,1.900
NewLearningBrain,0.095,58.873,0.609,1043,6.180
NewLearningBrain,0.097,59.536,0.502,1030,2.550
NewLearningBrain,0.096,60.320,0.595,1004,2.347
NewLearningBrain,0.097,61.160,0.652,1043,1.890
NewLearningBrain,0.098,62.000,0.647,1090,1.830
NewLearningBrain,0.107,62.783,0.583,1064,4.440
NewLearningBrain,0.106,63.555,0.553,1037,2.885
NewLearningBrain,0.105,64.292,0.552,1053,0.315
NewLearningBrain,0.096,65.152,0.664,1019,2.757
NewLearningBrain,0.102,65.808,0.482,1040,nan
NewLearningBrain,0.103,66.730,0.710,1113,2.354
NewLearningBrain,0.097,67.498,0.584,1040,nan
NewLearningBrain,0.102,68.218,0.539,1010,1.525
NewLearningBrain,0.096,69.019,0.618,1056,2.605
NewLearningBrain,0.095,69.826,0.581,1012,1.367
NewLearningBrain,0.105,70.638,0.611,1049,2.573
NewLearningBrain,0.109,71.337,0.515,1048,0.990
NewLearningBrain,0.099,72.143,0.619,1006,2.002
NewLearningBrain,0.102,72.940,0.601,1051,2.012
NewLearningBrain,0.097,73.712,0.582,1061,0.803
NewLearningBrain,0.101,74.532,0.623,1045,1.612
NewLearningBrain,0.101,75.363,0.647,1065,1.467
NewLearningBrain,0.107,76.131,0.576,1054,2.970
NewLearningBrain,0.097,76.949,0.571,1058,1.807
NewLearningBrain,0.098,77.794,0.648,1037,0.907
NewLearningBrain,0.096,78.584,0.614,1046,2.930
NewLearningBrain,0.114,79.346,0.562,1065,1.467
NewLearningBrain,0.100,80.171,0.626,1037,2.705
NewLearningBrain,0.096,80.845,0.506,1004,1.047
NewLearningBrain,0.100,81.660,0.620,1040,0.900
NewLearningBrain,0.105,82.459,0.599,1059,1.398
NewLearningBrain,0.098,83.214,0.569,1048,0.665
NewLearningBrain,0.115,84.106,0.640,1046,0.287
NewLearningBrain,0.094,84.798,0.519,1024,2.007
NewLearningBrain,0.106,85.603,0.613,1029,1.490
NewLearningBrain,0.095,86.337,0.554,1064,1.908
NewLearningBrain,0.104,87.197,0.657,1043,2.257
NewLearningBrain,0.106,87.967,0.590,1022,0.860
NewLearningBrain,0.100,88.682,0.529,1028,1.688
NewLearningBrain,0.098,89.415,0.555,1005,1.675
NewLearningBrain,0.102,90.256,0.604,1031,1.570
NewLearningBrain,0.098,91.050,0.604,1059,1.632
NewLearningBrain,0.109,91.798,0.544,1046,0.970
NewLearningBrain,0.107,92.654,0.652,1007,0.662
NewLearningBrain,0.098,93.374,0.534,1055,2.000
NewLearningBrain,0.103,94.138,0.568,1027,1.892
NewLearningBrain,0.111,94.951,0.603,1019,1.688
NewLearningBrain,0.096,95.674,0.546,1028,1.215
NewLearningBrain,0.100,96.452,0.594,1019,1.872
NewLearningBrain,0.097,97.395,0.643,1056,1.410
NewLearningBrain,0.126,98.115,0.525,1039,1.595
NewLearningBrain,0.098,98.939,0.636,1058,1.630
NewLearningBrain,0.099,99.665,0.540,1015,1.800
NewLearningBrain,0.111,100.488,0.617,1060,0.767
NewLearningBrain,0.105,101.341,0.644,1038,1.813
NewLearningBrain,0.098,102.155,0.626,1024,2.170
NewLearningBrain,0.105,102.898,0.555,1006,1.840
NewLearningBrain,0.097,103.709,0.618,1059,0.020
NewLearningBrain,0.100,104.513,0.577,1003,1.361
NewLearningBrain,0.098,105.361,0.651,1061,2.320
NewLearningBrain,0.093,106.099,0.567,1014,-0.115
NewLearningBrain,0.095,106.905,0.615,1001,1.470
NewLearningBrain,0.099,107.607,0.531,1039,-1.055
NewLearningBrain,0.108,108.476,0.661,1025,1.940
NewLearningBrain,0.121,109.214,0.535,1024,2.170
NewLearningBrain,0.100,110.141,0.725,1046,1.202
NewLearningBrain,0.098,110.922,0.557,1032,1.580
NewLearningBrain,0.154,111.928,0.750,1114,-0.027
NewLearningBrain,0.114,112.858,0.707,1036,0.590
NewLearningBrain,0.106,113.695,0.643,1033,1.977
NewLearningBrain,0.146,114.559,0.630,1059,0.647
NewLearningBrain,0.108,115.406,0.645,1093,2.860
NewLearningBrain,0.109,116.274,0.656,1042,0.320
NewLearningBrain,0.121,117.024,0.556,1028,2.210
NewLearningBrain,0.119,117.887,0.650,1034,2.397
NewLearningBrain,0.127,118.930,0.773,1013,2.436
NewLearningBrain,0.100,119.710,0.598,1038,1.265
NewLearningBrain,0.114,120.479,0.581,1026,1.402
NewLearningBrain,0.112,121.222,0.549,1026,2.052
NewLearningBrain,0.130,122.111,0.668,1016,-1.220
NewLearningBrain,0.102,122.911,0.610,1046,1.660
NewLearningBrain,0.108,123.812,0.694,1090,0.700
NewLearningBrain,0.104,124.514,0.524,1021,0.202
NewLearningBrain,0.116,125.488,0.703,1106,1.115
NewLearningBrain,0.095,126.274,0.600,1061,0.992
NewLearningBrain,0.093,127.089,0.624,1031,1.880
NewLearningBrain,0.098,127.819,0.554,1059,2.678
NewLearningBrain,0.110,128.591,0.568,1048,1.620
NewLearningBrain,0.095,129.342,0.571,1063,2.327
NewLearningBrain,0.099,130.161,0.621,1025,1.237
NewLearningBrain,0.098,130.965,0.611,1073,1.438
NewLearningBrain,0.111,131.699,0.545,1003,1.477
NewLearningBrain,0.123,132.490,0.542,1010,1.067
NewLearningBrain,0.140,133.420,0.692,1013,1.790
NewLearningBrain,0.109,134.369,0.737,1001,1.643
NewLearningBrain,0.096,135.007,0.474,1034,0.870
NewLearningBrain,0.115,135.874,0.659,1059,1.508
NewLearningBrain,0.111,136.688,0.611,1045,0.067
NewLearningBrain,0.105,137.524,0.637,1065,1.650
NewLearningBrain,0.138,138.484,0.720,1047,1.105
NewLearningBrain,0.095,139.265,0.593,1058,2.546
NewLearningBrain,0.093,140.072,0.595,1004,1.047
NewLearningBrain,0.113,140.815,0.543,1015,1.300
NewLearningBrain,0.096,141.567,0.571,1043,2.420
NewLearningBrain,0.097,142.383,0.630,1054,2.970
NewLearningBrain,0.100,143.145,0.569,1052,1.617
NewLearningBrain,0.096,143.866,0.544,1056,1.003
NewLearningBrain,0.104,144.633,0.572,1030,1.225
NewLearningBrain,0.105,145.390,0.572,1009,2.095
NewLearningBrain,0.112,146.294,0.646,1053,1.770
NewLearningBrain,0.108,147.020,0.539,1036,1.587
NewLearningBrain,0.121,147.925,0.692,1038,1.590
NewLearningBrain,0.110,148.665,0.545,1035,0.925
NewLearningBrain,0.102,149.541,0.682,1051,3.987
NewLearningBrain,0.102,150.241,0.522,1010,0.663
NewLearningBrain,0.108,151.118,0.673,1040,nan
NewLearningBrain,0.107,151.926,0.622,1053,2.943
NewLearningBrain,0.112,152.707,0.586,1012,3.617
NewLearningBrain,0.119,153.580,0.624,1010,2.583
NewLearningBrain,0.105,154.281,0.527,1008,1.440
NewLearningBrain,0.099,155.057,0.595,1064,1.648
NewLearningBrain,0.099,155.851,0.619,1052,5.885
NewLearningBrain,0.097,156.632,0.593,1047,1.310
NewLearningBrain,0.107,157.452,0.613,1013,0.815
NewLearningBrain,0.102,158.109,0.483,1017,2.785
NewLearningBrain,0.122,158.984,0.659,1057,3.960
NewLearningBrain,0.135,159.850,0.646,1054,1.090
NewLearningBrain,0.102,160.733,0.657,1049,3.495
NewLearningBrain,0.108,161.537,0.608,1035,3.930
NewLearningBrain,0.117,162.439,0.683,1040,nan
NewLearningBrain,0.106,163.167,0.539,1013,2.119
NewLearningBrain,0.132,164.027,0.636,1034,2.495
NewLearningBrain,0.111,164.787,0.566,1005,0.775
NewLearningBrain,0.106,165.620,0.638,1033,2.238
NewLearningBrain,0.109,166.501,0.672,1056,1.220
NewLearningBrain,0.105,167.262,0.528,1001,1.253
NewLearningBrain,0.103,168.142,0.694,1097,1.580
NewLearningBrain,0.101,168.934,0.596,1054,3.597
NewLearningBrain,0.097,169.712,0.599,1027,1.535
NewLearningBrain,0.114,170.556,0.638,1065,2.950
NewLearningBrain,0.108,171.287,0.544,1016,2.660
NewLearningBrain,0.115,172.016,0.540,1040,nan
NewLearningBrain,0.101,172.808,0.599,1069,2.110
NewLearningBrain,0.110,173.689,0.675,1040,nan
NewLearningBrain,0.096,174.529,0.593,1056,1.702
NewLearningBrain,0.100,175.295,0.580,1030,2.650
NewLearningBrain,0.116,176.032,0.544,1029,1.963
NewLearningBrain,0.107,176.822,0.594,1041,2.253
NewLearningBrain,0.095,177.633,0.619,1038,1.810
NewLearningBrain,0.120,178.388,0.556,1040,2.250
NewLearningBrain,0.096,179.204,0.622,1014,1.340
NewLearningBrain,0.110,180.012,0.608,1065,0.325
NewLearningBrain,0.095,180.714,0.533,1010,5.850
NewLearningBrain,0.094,181.613,0.665,1028,0.326
NewLearningBrain,0.129,182.437,0.611,1026,0.455
NewLearningBrain,0.118,183.278,0.636,1018,-2.040
NewLearningBrain,0.096,184.041,0.579,1010,1.075
NewLearningBrain,0.124,184.796,0.547,1029,0.368
NewLearningBrain,0.109,185.658,0.652,1016,1.360
NewLearningBrain,0.104,186.465,0.613,1053,1.626
NewLearningBrain,0.097,187.279,0.620,1038,2.643
NewLearningBrain,0.099,188.005,0.492,1033,0.880
NewLearningBrain,0.149,189.028,0.774,1050,2.437
NewLearningBrain,0.097,189.836,0.619,1019,4.095
NewLearningBrain,0.094,190.599,0.587,1016,2.080
NewLearningBrain,0.094,191.318,0.542,1018,0.730
NewLearningBrain,0.136,192.111,0.576,1016,2.170
NewLearningBrain,0.095,192.950,0.652,1010,7.150
NewLearningBrain,0.103,193.709,0.567,1031,2.712
NewLearningBrain,0.110,194.483,0.580,1038,1.127
NewLearningBrain,0.099,195.294,0.582,1033,0.932
NewLearningBrain,0.106,196.138,0.640,1052,3.610
NewLearningBrain,0.125,196.975,0.624,1014,1.535
NewLearningBrain,0.179,198.216,0.917,1008,2.090
NewLearningBrain,0.095,199.278,0.837,1044,3.298
NewLearningBrain,0.104,199.965,0.506,1074,1.280
NewLearningBrain,0.105,200.856,0.691,1034,-0.090
NewLearningBrain,0.098,201.844,0.736,1040,-1.100
NewLearningBrain,0.100,202.581,0.554,1031,0.553
NewLearningBrain,0.094,203.422,0.598,1097,1.520
NewLearningBrain,0.102,204.213,0.610,1029,1.997
NewLearningBrain,0.106,204.967,0.570,1040,nan
NewLearningBrain,0.103,205.791,0.629,1054,2.320
NewLearningBrain,0.101,206.504,0.535,1002,3.942
NewLearningBrain,0.101,207.302,0.615,1033,3.320
NewLearningBrain,0.096,208.019,0.540,1025,0.800
NewLearningBrain,0.098,208.810,0.602,1061,1.637
NewLearningBrain,0.122,209.649,0.576,1017,0.785
NewLearningBrain,0.107,210.496,0.653,1063,2.760
NewLearningBrain,0.099,211.225,0.552,1009,1.463
NewLearningBrain,0.101,212.033,0.613,1038,1.690
NewLearningBrain,0.121,212.852,0.608,1061,2.320
NewLearningBrain,0.094,213.619,0.580,1001,1.427
NewLearningBrain,0.095,214.396,0.598,1035,0.717
NewLearningBrain,0.094,215.173,0.595,1050,1.417
NewLearningBrain,0.107,215.938,0.569,1016,1.865
NewLearningBrain,0.094,216.693,0.552,1024,1.958
NewLearningBrain,0.097,217.539,0.657,1020,1.225
NewLearningBrain,0.097,218.159,0.464,1029,0.913
NewLearningBrain,0.117,219.023,0.642,1023,1.156
NewLearningBrain,0.096,219.860,0.652,1042,1.604
NewLearningBrain,0.100,220.563,0.523,1021,1.065
NewLearningBrain,0.106,221.319,0.562,1002,1.180
NewLearningBrain,0.220,222.295,0.672,1032,1.742
NewLearningBrain,0.171,223.263,0.694,1010,1.000
NewLearningBrain,0.097,224.358,0.828,1044,0.963
NewLearningBrain,0.122,225.235,0.670,1010,0.817
NewLearningBrain,0.128,226.172,0.699,1064,1.648
NewLearningBrain,0.142,227.097,0.690,1056,1.477
NewLearningBrain,0.096,227.903,0.610,1031,1.353
NewLearningBrain,0.100,228.618,0.539,1005,-0.070
NewLearningBrain,0.100,229.377,0.570,1050,0.983
NewLearningBrain,0.120,230.351,0.752,1186,3.060
NewLearningBrain,0.115,231.226,0.618,1010,2.200
NewLearningBrain,0.116,232.069,0.639,1040,nan
NewLearningBrain,0.097,232.819,0.573,1028,2.130
NewLearningBrain,0.099,233.602,0.590,1034,2.190
NewLearningBrain,0.096,234.411,0.616,1025,3.487
NewLearningBrain,0.140,235.276,0.630,1102,5.492
NewLearningBrain,0.101,236.130,0.665,1045,1.300
NewLearningBrain,0.109,236.870,0.552,1041,1.610
NewLearningBrain,0.115,237.668,0.597,1039,1.563
NewLearningBrain,0.107,238.646,0.726,1062,2.540
NewLearningBrain,0.107,239.483,0.647,1108,5.190
NewLearningBrain,0.097,240.352,0.667,1041,0.860
NewLearningBrain,0.096,241.022,0.500,1059,3.760
NewLearningBrain,0.096,241.814,0.597,1011,0.755
NewLearningBrain,0.103,242.647,0.639,1002,1.035
NewLearningBrain,0.110,243.497,0.639,1042,3.205
NewLearningBrain,0.102,244.067,0.412,1043,1.770
NewLearningBrain,0.098,244.924,0.656,1023,2.165
NewLearningBrain,0.097,245.813,0.640,1035,2.110
NewLearningBrain,0.108,246.575,0.576,1011,1.780
NewLearningBrain,0.097,247.429,0.659,1019,2.078
NewLearningBrain,0.094,248.146,0.546,1040,nan
NewLearningBrain,0.096,248.915,0.593,1052,2.290
NewLearningBrain,0.096,249.689,0.588,1041,2.253
NewLearningBrain,0.097,250.536,0.656,1010,3.750
NewLearningBrain,0.123,251.345,0.600,1027,1.557
NewLearningBrain,0.096,252.125,0.558,1057,1.360
NewLearningBrain,0.109,252.954,0.630,1029,1.838
NewLearningBrain,0.098,253.795,0.641,1059,0.720
NewLearningBrain,0.102,254.612,0.616,1016,2.190
NewLearningBrain,0.096,255.403,0.608,1098,0.927
NewLearningBrain,0.104,256.197,0.608,1005,0.880
NewLearningBrain,0.146,256.953,0.536,1053,2.626
NewLearningBrain,0.103,257.763,0.623,1028,0.830
NewLearningBrain,0.103,258.593,0.637,1039,2.680
NewLearningBrain,0.101,259.433,0.605,1038,2.027
NewLearningBrain,0.099,260.190,0.580,1051,2.268
NewLearningBrain,0.099,260.920,0.551,1007,1.760
NewLearningBrain,0.096,261.694,0.590,1029,1.365
NewLearningBrain,0.113,262.493,0.600,1003,1.043
NewLearningBrain,0.099,263.352,0.659,1033,1.716
NewLearningBrain,0.099,264.082,0.551,1009,1.290
NewLearningBrain,0.101,264.830,0.564,1032,1.867
NewLearningBrain,0.105,265.712,0.677,1113,1.315
NewLearningBrain,0.103,266.700,0.720,1043,1.216
NewLearningBrain,0.120,267.524,0.617,1050,1.462
NewLearningBrain,0.107,268.245,0.540,1021,2.040
NewLearningBrain,0.101,269.070,0.632,1020,1.560
NewLearningBrain,0.108,269.851,0.596,1044,1.397
NewLearningBrain,0.098,270.727,0.674,1061,1.382
NewLearningBrain,0.116,271.614,0.664,1045,2.600
NewLearningBrain,0.095,272.388,0.591,1037,2.235
NewLearningBrain,0.106,273.181,0.548,1032,2.860
NewLearningBrain,0.097,274.018,0.642,1029,1.530
NewLearningBrain,0.120,274.916,0.684,1056,1.955
NewLearningBrain,0.096,275.701,0.599,1041,1.610
NewLearningBrain,0.101,276.367,0.484,1002,2.642
NewLearningBrain,0.097,277.199,0.635,1029,0.880
NewLearningBrain,0.097,278.034,0.638,1040,nan
NewLearningBrain,0.100,278.871,0.641,1048,3.396
NewLearningBrain,0.096,279.594,0.541,1040,2.250
NewLearningBrain,0.108,280.432,0.604,1040,nan
NewLearningBrain,0.111,281.318,0.696,1042,1.520
NewLearningBrain,0.116,282.259,0.723,1015,3.433
NewLearningBrain,0.109,283.058,0.605,1024,1.307
NewLearningBrain,0.134,283.932,0.650,1018,5.930
NewLearningBrain,0.101,284.684,0.569,1018,1.556
NewLearningBrain,0.104,285.473,0.602,1035,1.583
NewLearningBrain,0.096,286.288,0.632,1030,1.060
NewLearningBrain,0.115,287.122,0.624,1057,1.770
NewLearningBrain,0.118,287.962,0.628,1049,6.240
NewLearningBrain,0.112,288.813,0.648,1041,2.468
NewLearningBrain,0.110,289.736,0.713,1060,3.325
NewLearningBrain,0.116,290.469,0.535,1016,0.243
NewLearningBrain,0.108,291.363,0.695,1124,-0.742
NewLearningBrain,0.116,292.265,0.680,1032,3.307
NewLearningBrain,0.150,293.237,0.716,1036,1.580
NewLearningBrain,0.103,294.301,0.833,1029,2.385
NewLearningBrain,0.126,295.229,0.657,1014,2.770
NewLearningBrain,0.109,296.088,0.660,1060,3.325
NewLearningBrain,0.110,296.962,0.666,1006,2.292
NewLearningBrain,0.101,297.798,0.643,1029,0.840
NewLearningBrain,0.105,298.497,0.522,1043,2.540
NewLearningBrain,0.118,299.384,0.678,1028,2.515
NewLearningBrain,0.126,300.339,0.722,1059,2.530
NewLearningBrain,0.128,301.255,0.693,1056,2.053
NewLearningBrain,0.121,302.184,0.717,1034,2.210
NewLearningBrain,0.139,303.246,0.780,1012,0.670
NewLearningBrain,0.134,304.094,0.626,1033,4.130
NewLearningBrain,0.123,304.948,0.634,1019,3.118
NewLearningBrain,0.129,305.819,0.660,1036,1.255
NewLearningBrain,0.117,306.628,0.605,1017,1.370
NewLearningBrain,0.119,307.511,0.668,1056,4.930
NewLearningBrain,0.111,308.310,0.596,1019,3.070
NewLearningBrain,0.115,309.104,0.597,1032,0.423
NewLearningBrain,0.111,309.938,0.633,1009,2.310
NewLearningBrain,0.141,310.937,0.723,1023,1.980
NewLearningBrain,0.101,311.833,0.693,1040,0.900
NewLearningBrain,0.104,312.516,0.504,1035,3.533
NewLearningBrain,0.097,313.250,0.559,1023,1.430
NewLearningBrain,0.111,314.128,0.662,1101,3.152
NewLearningBrain,0.099,314.971,0.647,1019,2.470
NewLearningBrain,0.108,315.740,0.571,1040,nan
NewLearningBrain,0.111,316.528,0.591,1040,3.062
NewLearningBrain,0.098,317.326,0.574,1035,4.150
NewLearningBrain,0.108,318.115,0.601,1021,4.682
NewLearningBrain,0.114,318.832,0.516,1039,1.590
NewLearningBrain,0.112,319.731,0.683,1040,nan
NewLearningBrain,0.106,320.574,0.653,1040,nan
NewLearningBrain,0.105,321.364,0.599,1044,3.845
NewLearningBrain,0.107,322.217,0.648,1005,4.300
NewLearningBrain,0.154,323.005,0.551,1002,2.430
NewLearningBrain,0.102,323.683,0.508,1015,2.075
NewLearningBrain,0.175,324.747,0.739,1022,1.880
NewLearningBrain,0.177,325.998,0.938,1052,2.370
NewLearningBrain,0.217,327.124,0.797,1011,1.930
NewLearningBrain,0.152,328.320,0.910,1082,4.360
NewLearningBrain,0.117,329.276,0.735,1016,1.292
NewLearningBrain,0.117,330.156,0.671,1050,1.360
NewLearningBrain,0.128,330.956,0.605,1010,1.450
NewLearningBrain,0.119,331.678,0.529,1040,1.730
NewLearningBrain,0.153,332.648,0.717,1001,1.253
NewLearningBrain,0.111,333.511,0.617,1004,1.107
NewLearningBrain,0.101,334.193,0.509,1001,1.640
NewLearningBrain,0.108,335.000,0.603,1029,1.410
NewLearningBrain,0.104,335.771,0.573,1017,1.217
NewLearningBrain,0.135,336.640,0.648,1030,1.087
NewLearningBrain,0.145,337.539,0.660,1022,1.185
NewLearningBrain,0.095,338.570,0.831,1058,1.636
NewLearningBrain,0.110,339.501,0.709,1034,1.328
NewLearningBrain,0.165,340.431,0.627,1006,1.270
NewLearningBrain,0.101,341.174,0.557,1059,2.713
NewLearningBrain,0.102,342.039,0.671,1021,1.715
NewLearningBrain,0.106,342.841,0.608,1087,1.067
NewLearningBrain,0.108,343.693,0.648,1086,1.692
NewLearningBrain,0.113,344.412,0.533,1001,1.080
NewLearningBrain,0.097,345.197,0.596,1051,1.882
NewLearningBrain,0.094,345.911,0.538,1001,3.355
NewLearningBrain,0.107,346.762,0.641,1013,1.555
NewLearningBrain,0.107,347.652,0.636,1048,1.640
NewLearningBrain,0.102,348.396,0.566,1033,2.010
NewLearningBrain,0.104,349.269,0.681,1021,2.472
NewLearningBrain,0.106,350.050,0.594,1034,1.245
NewLearningBrain,0.097,350.905,0.664,1029,1.572
NewLearningBrain,0.100,351.731,0.633,1044,1.613
NewLearningBrain,0.109,352.569,0.635,1049,1.707
NewLearningBrain,0.099,353.291,0.534,1062,1.330
NewLearningBrain,0.103,354.068,0.579,1024,1.113
NewLearningBrain,0.103,355.403,0.639,1058,1.630
NewLearningBrain,0.095,356.119,0.538,1019,1.240
NewLearningBrain,0.108,356.846,0.524,1018,1.380
NewLearningBrain,0.095,357.672,0.637,1026,1.402
NewLearningBrain,0.103,358.463,0.596,1034,1.363
NewLearningBrain,0.099,359.210,0.565,1050,1.050
NewLearningBrain,0.099,360.001,0.598,1011,2.635
NewLearningBrain,0.113,360.846,0.638,1092,2.857
NewLearningBrain,0.099,361.599,0.502,1063,1.007
NewLearningBrain,0.096,362.443,0.656,1053,2.932
NewLearningBrain,0.100,363.247,0.612,1019,1.530
NewLearningBrain,0.098,363.955,0.524,1029,1.448
NewLearningBrain,0.102,364.743,0.604,1030,1.412
NewLearningBrain,0.098,365.499,0.571,1049,0.965
NewLearningBrain,0.095,366.322,0.634,1028,1.570
NewLearningBrain,0.104,367.106,0.590,1100,0.262
NewLearningBrain,0.096,367.940,0.635,1053,1.886
NewLearningBrain,0.094,368.610,0.460,1013,1.293
NewLearningBrain,0.103,369.375,0.568,1111,1.177
NewLearningBrain,0.104,370.191,0.615,1016,1.480
NewLearningBrain,0.108,371.061,0.660,1046,1.201
NewLearningBrain,0.094,371.798,0.556,1007,0.840
NewLearningBrain,0.102,372.525,0.534,1029,2.222
NewLearningBrain,0.110,373.277,0.559,1034,1.585
NewLearningBrain,0.094,374.046,0.577,1048,0.645
NewLearningBrain,0.096,374.940,0.614,1021,1.677
NewLearningBrain,0.101,375.650,0.539,1039,0.947
NewLearningBrain,0.114,376.424,0.576,1035,1.100
NewLearningBrain,0.095,377.209,0.604,1008,1.765
NewLearningBrain,0.104,378.025,0.613,1050,1.893
NewLearningBrain,0.098,378.726,0.520,1010,1.067
NewLearningBrain,0.097,379.468,0.564,1052,1.494
NewLearningBrain,0.108,380.275,0.601,1003,0.336
NewLearningBrain,0.118,381.056,0.577,1033,0.257
NewLearningBrain,0.111,381.983,0.673,1041,1.602
NewLearningBrain,0.109,382.762,0.587,1037,1.373
NewLearningBrain,0.105,383.493,0.548,1048,1.397
NewLearningBrain,0.097,384.242,0.555,1019,1.038
NewLearningBrain,0.104,385.059,0.623,1034,1.580
NewLearningBrain,0.097,385.828,0.591,1011,1.690
NewLearningBrain,0.117,386.712,0.672,1048,1.746
NewLearningBrain,0.104,387.379,0.499,1028,0.890
NewLearningBrain,0.113,388.160,0.579,1034,1.588
NewLearningBrain,0.093,389.024,0.637,1023,1.045
NewLearningBrain,0.107,389.895,0.671,1179,1.197
NewLearningBrain,0.108,390.778,0.677,1042,1.734
NewLearningBrain,0.103,391.577,0.605,1036,1.580
NewLearningBrain,0.105,392.361,0.593,1037,1.724
NewLearningBrain,0.098,393.203,0.657,1015,2.025
NewLearningBrain,0.095,393.856,0.485,1011,1.365
NewLearningBrain,0.094,394.578,0.544,1065,2.700
NewLearningBrain,0.095,395.441,0.619,1001,1.860
NewLearningBrain,0.095,396.231,0.606,1039,1.347
NewLearningBrain,0.102,396.956,0.541,1040,nan
NewLearningBrain,0.116,397.826,0.665,1048,1.540
NewLearningBrain,0.094,398.571,0.570,1019,2.298
NewLearningBrain,0.102,399.313,0.555,1061,0.510
NewLearningBrain,0.095,400.077,0.576,1013,1.010
NewLearningBrain,0.102,400.906,0.628,1048,3.082
NewLearningBrain,0.095,401.577,0.502,1019,1.170
NewLearningBrain,0.094,402.401,0.597,1001,2.562
NewLearningBrain,0.104,403.293,0.686,1092,1.242
NewLearningBrain,0.103,403.977,0.507,1043,2.265
NewLearningBrain,0.098,404.728,0.573,1028,2.190
NewLearningBrain,0.098,405.550,0.633,1030,2.992
