Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
bar,0.134,208.935,0.738,1026,8.364
bar,0.151,209.902,0.719,1040,nan
bar,0.142,210.983,0.812,1066,8.435
bar,0.149,212.018,0.765,1068,5.129
bar,0.162,212.929,0.647,1040,nan
bar,0.126,213.911,0.743,1078,10.292
bar,0.152,214.899,0.730,1060,2.034
bar,0.159,215.965,0.785,1032,-0.549
bar,0.128,216.920,0.731,1044,1.736
bar,0.138,217.818,0.663,1071,11.319
bar,0.143,218.814,0.744,1035,5.550
bar,0.132,219.778,0.729,1067,11.323
bar,0.130,220.807,0.781,1040,nan
bar,0.144,221.783,0.720,1070,11.320
bar,0.144,222.696,0.669,1113,10.033
bar,0.137,223.733,0.797,1105,nan
bar,0.179,224.787,0.790,1092,6.499
bar,0.133,225.851,0.813,1040,nan
bar,0.149,226.754,0.659,1035,5.550
bar,0.133,227.799,0.797,1070,11.320
bar,0.138,228.640,0.612,1037,11.319
bar,0.127,229.676,0.798,1040,nan
bar,0.146,230.538,0.624,1074,9.672
bar,0.143,231.594,0.795,1124,5.536
bar,0.135,232.650,0.840,1040,nan
bar,0.145,233.625,0.741,1066,8.435
bar,0.138,234.590,0.711,1071,4.469
bar,0.143,235.488,0.651,1036,11.755
bar,0.130,236.368,0.644,1037,-1.062
bar,0.141,237.348,0.729,1073,9.912
bar,0.151,238.295,0.694,1040,nan
bar,0.151,239.183,0.642,1055,9.678
bar,0.138,240.152,0.748,1037,-1.062
bar,0.137,241.110,0.735,1073,5.336
bar,0.142,242.120,0.755,1034,-1.062
bar,0.148,243.116,0.733,1042,3.341
bar,0.131,243.961,0.619,1040,nan
bar,0.162,245.054,0.811,1146,9.656
bar,0.130,245.969,0.680,1075,4.016
bar,0.140,246.999,0.786,1070,11.320
bar,0.129,247.950,0.718,1034,-1.062
bar,0.145,248.927,0.745,1066,8.435
bar,0.128,249.880,0.726,1042,3.341
bar,0.144,250.839,0.705,1037,-1.062
bar,0.129,251.864,0.780,1060,9.845
bar,0.131,252.709,0.616,1042,3.341
bar,0.126,253.630,0.690,1030,11.693
bar,0.135,254.607,0.746,1057,-1.082
bar,0.131,255.511,0.670,1059,5.101
bar,0.130,256.423,0.682,1060,3.248
bar,0.134,257.438,0.767,1053,6.993
bar,0.157,258.379,0.688,1037,-1.062
bar,0.141,259.319,0.694,1040,nan
bar,0.144,260.291,0.721,1046,-0.266
bar,0.139,261.291,0.752,1062,6.132
bar,0.129,262.288,0.759,1083,5.121
bar,0.158,263.276,0.732,1088,-0.283
bar,0.147,264.198,0.680,1048,12.147
bar,0.135,265.185,0.747,1054,3.843
bar,0.130,266.244,0.809,1062,5.469
bar,0.135,267.277,0.783,1076,3.061
bar,0.145,268.280,0.748,1069,5.337
bar,0.130,269.151,0.644,1027,1.930
bar,0.133,270.136,0.736,1025,8.858
bar,0.146,271.094,0.708,1040,nan
bar,0.141,272.079,0.731,1048,12.147
bar,0.169,273.024,0.684,1132,11.323
bar,0.139,274.039,0.766,1032,9.396
bar,0.134,275.088,0.797,1067,11.319
bar,0.147,276.032,0.703,1040,nan
bar,0.132,276.990,0.726,1048,12.147
bar,0.134,277.838,0.613,1040,nan
bar,0.133,278.833,0.757,1072,10.560
bar,0.138,279.876,0.795,1068,5.129
bar,0.141,280.736,0.634,1070,11.320
bar,0.136,281.747,0.776,1048,12.147
bar,0.146,282.792,0.785,1079,11.733
bar,0.149,283.829,0.773,1034,0.097
bar,0.143,284.767,0.694,1132,11.323
bar,0.159,285.775,0.748,1045,5.543
bar,0.146,286.804,0.773,1044,3.340
bar,0.135,287.733,0.690,1039,6.532
bar,0.161,288.775,0.770,1085,-1.063
bar,0.134,289.773,0.762,1050,0.802
bar,0.139,290.725,0.718,1072,7.469
bar,0.137,291.580,0.619,1040,nan
bar,0.148,292.573,0.742,1035,5.550
bar,0.144,293.601,0.771,1105,nan
bar,0.144,294.659,0.778,1136,9.009
bar,0.154,295.692,0.767,1067,11.323
bar,0.150,296.747,0.794,1139,2.990
bar,0.131,297.728,0.746,1040,nan
bar,0.148,298.609,0.672,1040,nan
bar,0.141,299.569,0.747,1105,nan
bar,0.149,300.631,0.802,1131,8.435
bar,0.136,301.624,0.750,1087,11.871
bar,0.135,302.679,0.794,1074,12.121
bar,0.142,303.611,0.695,1041,11.284
bar,0.155,304.693,0.812,1043,6.501
bar,0.145,305.698,0.751,1068,5.129
bar,0.131,306.539,0.647,1040,nan
bar,0.139,307.543,0.765,1065,11.320
bar,0.137,308.516,0.722,1063,5.269
bar,0.134,309.531,0.772,1042,14.088
bar,0.138,310.474,0.703,1061,3.066
bar,0.136,311.406,0.701,1095,-1.652
bar,0.139,312.467,0.795,1050,0.535
bar,0.146,313.468,0.748,1066,7.450
bar,0.140,314.452,0.747,1037,11.319
bar,0.136,315.617,0.940,1067,11.323
bar,0.141,316.603,0.729,1035,5.550
bar,0.138,317.535,0.700,1040,nan
bar,0.132,318.632,0.855,1048,12.147
bar,0.128,319.577,0.714,1052,11.666
bar,0.167,320.588,0.734,1076,7.468
bar,0.131,321.678,0.840,1048,12.147
bar,0.141,322.544,0.632,1040,nan
bar,0.133,323.500,0.717,1073,5.834
bar,0.137,324.499,0.746,1105,nan
bar,0.163,325.479,0.708,1071,11.319
bar,0.132,326.547,0.818,1045,11.595
bar,0.131,327.422,0.653,1071,11.319
bar,0.132,328.361,0.710,1040,nan
bar,0.125,329.369,0.770,1038,11.844
bar,0.129,330.266,0.679,1040,nan
bar,0.143,331.179,0.678,1040,nan
bar,0.144,332.110,0.703,1071,11.319
bar,0.156,333.148,0.765,1030,11.940
bar,0.130,334.040,0.665,1067,11.323
bar,0.136,334.994,0.714,1042,-0.262
bar,0.137,335.988,0.748,1062,12.144
bar,0.164,337.109,0.835,1154,5.611
bar,0.147,338.018,0.667,1040,nan
bar,0.137,338.998,0.751,1044,11.595
bar,0.127,339.963,0.736,1070,9.673
bar,0.129,340.954,0.745,1040,nan
bar,0.135,341.943,0.740,1076,11.735
bar,0.138,342.869,0.695,1048,12.147
bar,0.154,343.820,0.696,1040,nan
bar,0.129,344.758,0.716,1075,8.898
bar,0.148,345.797,0.772,1056,12.147
bar,0.135,346.718,0.688,1045,12.150
bar,0.136,347.718,0.755,1070,11.320
bar,0.130,348.711,0.755,1084,8.426
bar,0.137,349.488,0.555,1048,12.147
bar,0.133,350.499,0.767,1040,nan
bar,0.130,351.451,0.706,1048,12.147
bar,0.141,352.472,0.763,1083,10.291
bar,0.128,353.355,0.657,1045,12.150
bar,0.127,354.277,0.691,1071,11.319
bar,0.138,355.328,0.795,1087,9.343
bar,0.144,356.187,0.647,1040,nan
bar,0.139,357.197,0.759,1071,11.319
bar,0.137,358.035,0.605,1033,7.192
bar,0.131,358.994,0.718,1067,11.323
bar,0.128,359.995,0.762,1061,8.734
bar,0.127,360.877,0.656,1040,nan
bar,0.139,361.888,0.759,1040,nan
bar,0.126,362.693,0.597,1040,nan
bar,0.138,363.732,0.779,1066,8.435
bar,0.142,364.710,0.726,1075,11.735
bar,0.131,365.642,0.695,1027,11.759
bar,0.139,366.578,0.698,1040,nan
bar,0.129,367.425,0.628,1069,7.942
bar,0.127,368.444,0.781,1040,nan
bar,0.135,369.476,0.783,1071,11.319
bar,0.137,370.496,0.763,1070,11.320
bar,0.136,371.373,0.652,1070,9.673
bar,0.136,372.152,0.578,1040,nan
bar,0.129,373.168,0.776,1081,11.732
bar,0.162,374.180,0.746,1055,4.997
bar,0.133,375.121,0.704,1066,8.435
bar,0.131,376.021,0.673,1040,nan
bar,0.133,376.997,0.730,1077,11.734
bar,0.140,377.915,0.676,1046,8.446
bar,0.132,378.862,0.705,1037,-1.062
bar,0.147,379.797,0.683,1090,8.858
bar,0.136,380.854,0.805,1079,11.733
bar,0.136,381.812,0.719,1040,nan
bar,0.131,382.700,0.658,1070,11.320
bar,0.150,383.629,0.683,1066,8.435
bar,0.143,384.608,0.729,1078,11.734
bar,0.141,385.650,0.786,1136,11.319
bar,0.133,386.649,0.758,1071,11.319
bar,0.131,387.518,0.646,1043,8.849
bar,0.127,388.442,0.713,1040,nan
bar,0.142,389.361,0.691,1140,12.065
bar,0.127,390.360,0.761,1030,8.420
bar,0.135,391.350,0.745,1054,11.778
bar,0.147,392.360,0.746,1071,11.319
bar,0.131,393.280,0.690,1040,nan
bar,0.137,394.050,0.551,1040,nan
bar,0.144,395.058,0.748,1063,11.321
bar,0.147,396.079,0.760,1025,8.858
bar,0.132,396.890,0.594,1040,nan
bar,0.136,397.854,0.716,1066,11.813
bar,0.144,398.786,0.679,1113,12.147
bar,0.131,399.688,0.670,1033,11.321
bar,0.136,400.673,0.744,1089,8.858
bar,0.134,401.662,0.745,1070,11.320
bar,0.139,402.637,0.730,1040,nan
bar,0.131,403.370,0.525,1040,nan
bar,0.130,404.389,0.773,1074,9.672
bar,0.127,405.338,0.723,1079,11.733
bar,0.135,406.367,0.779,1040,nan
bar,0.139,407.224,0.622,1054,10.668
bar,0.141,408.250,0.774,1048,12.147
bar,0.132,409.151,0.675,1040,nan
bar,0.140,410.093,0.700,1036,11.320
bar,0.135,411.093,0.751,1074,9.672
bar,0.140,412.105,0.678,1040,nan
bar,0.136,413.044,0.726,1071,11.319
bar,0.129,414.033,0.748,1084,11.872
bar,0.127,414.940,0.680,1035,5.550
bar,0.134,415.884,0.704,1038,11.319
bar,0.138,416.817,0.688,1071,11.319
bar,0.136,417.771,0.718,1048,12.147
bar,0.144,418.743,0.723,1069,11.321
bar,0.140,419.746,0.747,1082,10.090
bar,0.127,420.601,0.661,1040,nan
bar,0.127,421.567,0.751,1036,11.320
bar,0.130,422.599,0.783,1071,11.319
bar,0.129,423.447,0.630,1035,5.550
bar,0.129,424.301,0.625,1041,11.596
bar,0.126,425.312,0.771,1071,11.319
bar,0.132,426.250,0.701,1040,nan
bar,0.130,427.276,0.778,1067,7.360
bar,0.127,428.234,0.725,1048,12.147
bar,0.140,429.049,0.597,1040,nan
bar,0.148,430.069,0.764,1101,11.320
bar,0.137,431.088,0.773,1040,nan
bar,0.138,431.985,0.666,1047,11.735
bar,0.133,432.894,0.676,1053,12.272
bar,0.138,433.844,0.707,1071,11.319
bar,0.146,434.866,0.762,1040,nan
bar,0.126,435.882,0.783,1071,11.319
bar,0.126,436.621,0.537,1048,12.147
bar,0.127,437.635,0.766,1067,5.337
bar,0.146,438.675,0.775,1078,11.734
bar,0.128,439.680,0.761,1048,12.147
bar,0.145,440.444,0.547,1048,12.147
bar,0.128,441.434,0.746,1040,nan
bar,0.139,442.476,0.791,1120,11.745
bar,0.156,443.511,0.764,1035,11.320
bar,0.131,444.323,0.604,1042,11.596
bar,0.123,445.257,0.717,1040,nan
bar,0.136,446.291,0.789,1071,11.319
bar,0.132,447.265,0.726,1071,11.319
bar,0.128,448.154,0.672,1040,nan
bar,0.138,449.103,0.702,1082,11.297
bar,0.144,450.146,0.781,1089,11.793
bar,0.150,451.177,0.776,1105,nan
bar,0.137,452.201,0.776,1083,7.466
bar,0.144,453.059,0.629,1046,13.522
bar,0.130,453.940,0.663,1040,nan
bar,0.139,454.986,0.793,1063,11.321
bar,0.131,455.971,0.743,1040,nan
bar,0.131,456.764,0.572,1048,12.147
bar,0.129,457.729,0.722,1028,5.986
bar,0.131,458.756,0.778,1071,11.586
bar,0.152,459.686,0.680,1040,nan
bar,0.139,460.697,0.761,1071,11.319
bar,0.156,461.678,0.723,1040,nan
bar,0.135,462.584,0.673,1046,11.685
bar,0.125,463.543,0.723,1079,11.733
bar,0.140,464.520,0.724,1079,11.733
bar,0.149,465.534,0.761,1048,12.147
bar,0.125,466.339,0.596,1071,11.319
bar,0.139,467.330,0.741,1105,nan
bar,0.150,468.391,0.794,1135,11.320
bar,0.147,469.447,0.794,1106,11.596
bar,0.148,470.503,0.796,1136,11.319
bar,0.139,471.385,0.651,1071,11.319
bar,0.141,472.404,0.758,1056,12.147
bar,0.135,473.351,0.698,1040,nan
bar,0.144,474.288,0.698,1100,11.320
bar,0.125,475.214,0.691,1034,11.321
bar,0.139,476.209,0.749,1045,12.150
bar,0.132,477.174,0.738,1071,11.319
bar,0.155,478.197,0.758,1071,11.319
bar,0.138,479.099,0.668,1048,12.147
bar,0.144,479.990,0.649,1040,nan
bar,0.140,480.961,0.722,1052,11.948
bar,0.130,481.993,0.787,1070,12.060
bar,0.127,482.997,0.761,1076,11.314
bar,0.135,483.835,0.609,1042,11.596
bar,0.138,484.848,0.763,1040,nan
bar,0.128,485.777,0.722,1071,11.319
bar,0.137,486.710,0.695,1036,11.320
bar,0.153,487.678,0.709,1050,6.313
bar,0.145,488.564,0.649,1064,5.131
bar,0.123,489.503,0.723,1069,11.321
bar,0.128,490.513,0.776,1063,13.132
bar,0.141,491.438,0.681,1040,nan
bar,0.132,492.387,0.706,1036,11.320
bar,0.130,493.271,0.676,1048,12.147
bar,0.132,494.277,0.782,1078,11.734
bar,0.133,495.244,0.734,1035,11.320
bar,0.143,496.118,0.638,1030,5.888
bar,0.135,497.021,0.675,1040,nan
bar,0.131,497.962,0.708,1071,11.319
bar,0.141,498.985,0.763,1040,nan
bar,0.138,499.908,0.684,1044,11.595
bar,0.129,500.810,0.674,1071,11.319
bar,0.141,501.763,0.702,1033,6.533
bar,0.127,502.726,0.735,1037,-1.062
bar,0.141,503.693,0.722,1071,11.319
bar,0.136,504.705,0.771,1084,5.458
bar,0.141,505.578,0.635,1040,nan
bar,0.137,506.513,0.694,1048,12.147
bar,0.133,507.481,0.730,1075,11.735
bar,0.141,508.458,0.724,1045,11.595
bar,0.140,509.390,0.707,1040,nan
bar,0.136,510.374,0.757,1068,5.129
bar,0.133,511.359,0.743,1040,nan
bar,0.139,512.197,0.609,1048,12.147
bar,0.127,513.141,0.705,1075,11.735
bar,0.138,514.186,0.792,1044,11.595
bar,0.139,515.091,0.671,1048,12.147
bar,0.137,516.090,0.749,1042,-0.327
bar,0.131,517.042,0.714,1064,3.355
bar,0.139,518.048,0.751,1081,2.197
bar,0.153,519.013,0.698,1071,11.319
bar,0.130,519.931,0.682,1070,3.353
bar,0.127,520.925,0.752,1086,2.462
bar,0.135,521.881,0.712,1041,-1.066
bar,0.126,522.888,0.762,1033,5.267
bar,0.127,523.777,0.654,1050,-0.706
bar,0.129,524.662,0.652,1035,-1.060
bar,0.127,525.700,0.809,1071,11.319
bar,0.129,526.636,0.704,1048,12.147
bar,0.129,527.644,0.773,1049,3.573
bar,0.130,528.523,0.650,1044,11.595
bar,0.146,529.495,0.721,1105,nan
bar,0.146,530.534,0.773,1140,11.735
bar,0.132,531.444,0.686,1066,8.435
bar,0.145,532.520,0.824,1048,12.147
bar,0.153,533.624,0.851,1071,11.319
bar,0.132,534.722,0.889,1036,11.320
bar,0.140,535.764,0.785,1075,11.735
bar,0.127,536.717,0.721,1059,6.396
bar,0.140,537.730,0.767,1079,11.733
bar,0.139,538.679,0.718,1079,11.733
bar,0.132,539.639,0.726,1040,nan
bar,0.132,540.609,0.733,1035,11.320
bar,0.146,541.480,0.633,1048,12.147
bar,0.128,542.393,0.704,1045,12.150
bar,0.130,543.401,0.767,1037,11.319
bar,0.148,544.378,0.717,1040,nan
bar,0.132,545.296,0.685,1070,11.320
bar,0.141,546.278,0.739,1085,11.345
bar,0.134,547.239,0.728,1071,11.319
bar,0.131,548.293,0.801,1067,11.323
bar,0.139,549.243,0.706,1037,11.319
bar,0.125,550.041,0.583,1040,nan
bar,0.146,551.054,0.782,1070,11.320
bar,0.138,552.093,0.788,1086,10.089
bar,0.139,552.994,0.675,1040,nan
bar,0.143,553.977,0.734,1067,11.323
bar,0.131,554.962,0.745,1069,11.321
bar,0.142,556.001,0.801,1081,12.070
bar,0.136,556.901,0.662,1036,11.320
bar,0.132,557.911,0.784,1049,9.281
bar,0.136,558.787,0.645,1048,12.147
bar,0.131,559.760,0.733,1067,11.323
bar,0.136,560.643,0.653,1071,11.319
bar,0.145,561.700,0.792,1099,7.192
bar,0.142,562.687,0.736,1025,8.858
bar,0.149,563.647,0.709,1061,12.134
bar,0.128,564.592,0.715,1033,11.321
bar,0.143,565.651,0.804,1043,7.511
bar,0.149,566.642,0.753,1040,nan
bar,0.148,567.607,0.725,1136,11.319
bar,0.146,568.744,0.882,1083,11.731
bar,0.180,569.852,0.827,1036,11.320
bar,0.149,570.795,0.692,1076,10.442
bar,0.156,571.814,0.773,1071,11.319
bar,0.145,572.741,0.677,1040,nan
bar,0.132,573.690,0.712,1084,12.633
bar,0.132,574.603,0.669,1037,11.319
bar,0.137,575.616,0.769,1055,9.678
bar,0.131,576.573,0.721,1028,5.584
bar,0.134,577.447,0.638,1068,5.129
bar,0.158,578.503,0.775,1071,11.319
bar,0.128,579.447,0.735,1032,9.396
bar,0.150,580.434,0.733,1105,nan
bar,0.148,581.461,0.760,1041,11.596
bar,0.140,582.271,0.591,1040,nan
bar,0.132,583.193,0.689,1035,5.550
bar,0.139,584.167,0.727,1079,11.733
bar,0.149,585.220,0.794,1079,11.733
bar,0.151,586.190,0.729,1032,11.322
bar,0.147,587.155,0.717,1040,nan
bar,0.144,588.142,0.725,1061,10.307
bar,0.146,589.073,0.689,1070,11.320
bar,0.135,590.051,0.735,1034,11.321
bar,0.147,591.012,0.700,1136,11.319
bar,0.142,592.041,0.791,1027,9.398
bar,0.155,592.797,0.515,1040,nan
bar,0.144,593.824,0.760,1071,11.319
bar,0.146,594.791,0.724,1070,11.320
bar,0.132,595.741,0.705,1036,11.320
bar,0.137,596.617,0.655,1025,8.858
bar,0.138,597.559,0.690,1032,11.322
bar,0.141,598.570,0.759,1130,3.065
bar,0.134,599.527,0.720,1037,-1.062
bar,0.134,600.314,0.587,1035,5.550
bar,0.141,601.191,0.642,1039,13.925
bar,0.129,602.240,0.793,1037,-1.062
bar,0.150,603.278,0.779,1075,11.735
bar,0.157,604.308,0.756,1136,11.319
bar,0.145,605.284,0.723,1040,nan
bar,0.158,606.151,0.621,1040,nan
bar,0.127,607.046,0.668,1070,11.320
bar,0.131,607.957,0.689,1072,11.527
bar,0.151,609.001,0.778,1174,8.686
bar,0.138,609.992,0.743,1133,5.129
bar,0.132,610.942,0.712,1056,-0.511
bar,0.134,611.881,0.699,1040,nan
bar,0.146,612.801,0.672,1071,11.319
bar,0.152,613.848,0.781,1079,11.733
