Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
bar,0.012,45.368,0.014,65,nan
bar,0.013,45.419,0.036,65,nan
bar,0.010,45.463,0.027,65,nan
bar,0.014,45.565,0.075,127,-1.062
bar,0.014,45.644,0.057,65,nan
bar,0.008,45.892,0.211,65,nan
bar,0.011,45.944,0.036,65,nan
bar,0.011,45.973,0.015,65,nan
bar,0.015,46.005,0.013,65,nan
bar,0.009,46.035,0.018,65,nan
bar,0.011,46.089,0.037,65,nan
bar,0.011,46.154,0.047,65,nan
bar,0.009,46.190,0.022,65,nan
bar,0.012,46.270,0.059,89,0.066
bar,0.010,46.592,0.278,65,nan
bar,0.009,46.629,0.023,65,nan
bar,0.012,46.663,0.019,65,nan
bar,0.015,46.720,0.037,65,nan
bar,0.010,46.772,0.035,65,nan
bar,0.014,46.845,0.052,65,nan
bar,0.011,46.883,0.022,65,nan
bar,0.010,46.941,0.041,65,nan
bar,0.013,46.971,0.015,65,nan
bar,0.014,47.532,0.518,65,nan
bar,0.014,47.574,0.025,65,nan
bar,0.022,47.615,0.016,65,nan
bar,0.013,47.694,0.058,65,nan
bar,0.011,47.743,0.038,65,nan
bar,0.011,47.801,0.041,65,nan
bar,0.013,47.854,0.037,65,nan
bar,0.010,47.916,0.048,65,nan
bar,0.007,47.938,0.013,65,nan
bar,0.012,48.159,0.190,65,nan
bar,0.011,48.205,0.032,65,nan
bar,0.011,48.232,0.014,65,nan
bar,0.011,48.283,0.035,65,nan
bar,0.008,48.319,0.027,65,nan
bar,0.011,48.380,0.043,65,nan
bar,0.011,48.422,0.028,65,nan
bar,0.015,48.476,0.033,125,2.677
bar,0.010,48.713,0.192,65,nan
bar,0.008,48.752,0.028,65,nan
bar,0.009,48.775,0.011,65,nan
bar,0.011,48.821,0.031,65,nan
bar,0.009,48.866,0.029,65,nan
bar,0.009,48.924,0.042,65,nan
bar,0.012,48.961,0.021,65,nan
bar,0.023,49.035,0.045,157,5.129
bar,0.013,49.279,0.202,111,5.120
bar,0.010,49.342,0.047,65,nan
bar,0.010,49.655,0.291,65,nan
bar,0.009,49.759,0.087,65,nan
bar,0.012,49.798,0.024,65,nan
bar,0.014,49.841,0.026,65,nan
bar,0.010,49.885,0.028,65,nan
bar,0.013,49.990,0.078,65,nan
bar,0.008,50.007,0.008,65,nan
bar,0.012,50.142,0.103,65,nan
bar,0.010,50.197,0.041,65,nan
bar,0.008,50.276,0.060,65,nan
bar,0.008,50.339,0.047,65,nan
bar,0.014,50.381,0.024,65,nan
bar,0.016,50.411,0.013,65,nan
bar,0.010,50.467,0.041,65,nan
bar,0.011,50.554,0.067,65,nan
bar,0.013,50.575,0.006,65,nan
bar,0.011,50.757,0.157,65,nan
bar,0.010,50.806,0.033,65,nan
bar,0.009,50.890,0.064,65,nan
bar,0.009,50.942,0.037,81,12.074
bar,0.012,51.003,0.046,65,nan
bar,0.013,51.030,0.012,65,nan
bar,0.013,51.173,0.127,65,nan
bar,0.014,51.283,0.082,65,nan
bar,0.010,51.302,0.007,65,nan
bar,0.009,51.453,0.120,65,nan
bar,0.008,51.565,0.088,65,nan
bar,0.019,51.639,0.048,130,nan
bar,0.011,51.683,0.028,73,12.147
bar,0.012,51.709,0.013,65,nan
bar,0.010,51.764,0.038,65,nan
bar,0.010,51.848,0.063,65,nan
bar,0.011,51.866,0.007,65,nan
bar,0.008,51.996,0.104,65,nan
bar,0.023,52.353,0.305,130,nan
bar,0.018,52.392,0.017,65,nan
bar,0.013,52.419,0.013,65,nan
bar,0.012,52.492,0.058,65,nan
bar,0.014,52.543,0.032,96,11.319
bar,0.011,52.656,0.090,65,nan
bar,0.010,52.676,0.009,65,nan
bar,0.016,53.005,0.273,95,11.320
bar,0.013,53.032,0.013,65,nan
bar,0.009,53.055,0.011,65,nan
bar,0.012,53.098,0.029,65,nan
bar,0.011,53.131,0.019,65,nan
bar,0.013,53.166,0.018,65,nan
bar,0.010,53.275,0.087,65,nan
bar,0.010,53.292,0.007,65,nan
bar,0.012,53.359,0.048,65,nan
bar,0.012,53.628,0.225,65,nan
bar,0.014,53.660,0.016,65,nan
bar,0.016,53.691,0.014,65,nan
bar,0.013,53.719,0.013,65,nan
bar,0.011,53.761,0.028,65,nan
bar,0.010,53.790,0.014,65,nan
bar,0.015,53.894,0.079,65,nan
bar,0.015,53.917,0.006,65,nan
bar,0.012,53.987,0.052,65,nan
bar,0.011,54.262,0.230,65,nan
bar,0.011,54.300,0.025,65,nan
bar,0.011,54.326,0.013,65,nan
bar,0.010,54.349,0.013,65,nan
bar,0.011,54.381,0.018,65,nan
bar,0.013,54.425,0.028,65,nan
bar,0.015,54.519,0.068,65,nan
bar,0.011,54.536,0.006,65,nan
bar,0.012,54.611,0.057,65,nan
bar,0.011,54.876,0.215,65,nan
bar,0.013,54.902,0.011,65,nan
bar,0.014,54.941,0.024,65,nan
bar,0.013,54.971,0.013,65,nan
bar,0.012,55.004,0.018,65,nan
bar,0.009,55.047,0.029,65,nan
bar,0.010,55.131,0.064,65,nan
bar,0.012,55.150,0.006,65,nan
bar,0.013,55.224,0.055,84,6.396
bar,0.017,55.522,0.245,65,nan
bar,0.018,55.558,0.015,65,nan
bar,0.010,55.583,0.012,65,nan
bar,0.010,55.639,0.040,65,nan
bar,0.009,55.668,0.017,65,nan
bar,0.009,55.761,0.072,65,nan
bar,0.009,55.777,0.006,65,nan
bar,0.009,55.801,0.012,65,nan
bar,0.010,55.846,0.031,65,nan
bar,0.015,56.043,0.157,65,11.318
bar,0.008,56.166,0.096,65,nan
bar,0.009,56.188,0.011,65,nan
bar,0.011,56.211,0.012,65,nan
bar,0.012,56.262,0.035,65,nan
bar,0.008,56.381,0.095,65,nan
bar,0.011,56.405,0.012,65,nan
bar,0.009,56.455,0.034,65,nan
bar,0.010,56.567,0.086,65,nan
bar,0.012,56.635,0.046,65,nan
bar,0.009,56.721,0.070,65,nan
bar,0.009,56.742,0.011,65,nan
bar,0.012,56.768,0.012,65,nan
bar,0.011,56.820,0.037,65,nan
bar,0.015,56.970,0.122,65,nan
bar,0.013,57.028,0.042,65,nan
bar,0.014,57.094,0.046,65,nan
bar,0.012,57.249,0.133,65,nan
bar,0.011,57.323,0.054,65,nan
bar,0.009,57.419,0.074,65,nan
bar,0.010,57.460,0.029,65,nan
bar,0.011,57.488,0.013,65,nan
bar,0.009,57.529,0.027,65,nan
bar,0.014,57.652,0.095,65,nan
bar,0.008,57.688,0.026,65,nan
bar,0.010,57.727,0.025,65,nan
bar,0.011,57.850,0.101,65,nan
bar,0.008,57.920,0.057,65,nan
bar,0.013,58.000,0.061,65,nan
bar,0.012,58.024,0.011,65,nan
bar,0.009,58.054,0.019,65,nan
bar,0.010,58.092,0.027,65,nan
bar,0.016,58.220,0.099,128,13.092
bar,0.010,58.273,0.039,65,nan
bar,0.010,58.393,0.093,96,11.319
bar,0.010,58.462,0.050,65,nan
bar,0.012,58.548,0.063,65,nan
bar,0.011,58.583,0.020,65,nan
bar,0.010,58.633,0.032,65,nan
bar,0.012,58.747,0.086,65,nan
bar,0.013,58.780,0.017,65,nan
bar,0.013,58.831,0.031,127,-1.062
bar,0.011,58.952,0.093,65,nan
bar,0.008,59.012,0.043,65,nan
bar,0.009,59.088,0.058,95,11.320
bar,0.009,59.124,0.023,65,nan
bar,0.011,59.175,0.035,73,12.147
bar,0.009,59.285,0.088,65,nan
bar,0.009,59.312,0.016,65,nan
bar,0.013,59.470,0.124,127,-1.062
bar,0.010,59.538,0.049,65,nan
bar,0.009,59.595,0.040,65,nan
bar,0.008,59.651,0.041,65,nan
bar,0.012,59.704,0.036,127,-1.062
bar,0.013,59.806,0.074,65,nan
bar,0.010,59.841,0.021,65,nan
bar,0.008,59.873,0.020,65,nan
bar,0.008,60.006,0.106,65,nan
bar,0.009,60.070,0.046,65,nan
bar,0.010,60.134,0.047,65,nan
bar,0.012,60.203,0.050,65,nan
bar,0.013,60.239,0.020,65,nan
bar,0.013,60.265,0.011,65,nan
bar,0.014,60.389,0.097,73,12.147
bar,0.011,60.431,0.028,65,nan
bar,0.009,60.468,0.024,65,nan
bar,0.011,60.600,0.105,65,nan
bar,0.011,60.670,0.052,65,nan
bar,0.012,60.741,0.052,65,nan
bar,0.013,60.809,0.048,65,nan
bar,0.010,60.842,0.019,65,nan
bar,0.012,60.944,0.073,65,nan
bar,0.012,60.991,0.032,65,nan
bar,0.009,61.022,0.020,65,nan
bar,0.013,61.079,0.039,65,nan
bar,0.019,61.256,0.139,65,nan
bar,0.014,61.338,0.062,65,nan
bar,0.011,61.400,0.046,65,nan
bar,0.010,61.451,0.036,65,nan
bar,0.008,61.488,0.026,65,nan
bar,0.008,61.575,0.067,65,nan
bar,0.018,61.635,0.037,65,nan
bar,0.013,61.667,0.016,65,nan
bar,0.013,61.731,0.048,65,nan
bar,0.010,61.869,0.110,65,nan
bar,0.010,61.932,0.046,65,nan
bar,0.009,61.984,0.036,65,nan
bar,0.010,62.049,0.048,65,nan
bar,0.009,62.087,0.025,65,nan
bar,0.015,62.178,0.066,95,11.320
bar,0.016,62.234,0.037,96,11.319
bar,0.012,62.270,0.021,65,nan
bar,0.009,62.306,0.023,65,nan
bar,0.009,62.551,0.206,65,nan
bar,0.014,62.618,0.045,65,nan
bar,0.013,62.653,0.019,65,nan
bar,0.014,62.718,0.045,65,nan
bar,0.011,62.772,0.037,65,nan
bar,0.011,62.812,0.026,65,nan
bar,0.014,62.834,0.007,65,nan
bar,0.017,62.886,0.032,65,nan
bar,0.031,62.964,0.038,65,nan
bar,0.017,63.341,0.322,65,nan
bar,0.013,63.409,0.050,65,nan
bar,0.017,63.451,0.023,65,nan
bar,0.012,63.537,0.067,65,nan
bar,0.011,63.586,0.036,65,nan
bar,0.017,63.629,0.023,65,nan
bar,0.014,63.652,0.008,65,nan
bar,0.011,63.689,0.024,65,nan
bar,0.012,63.729,0.025,65,nan
bar,0.015,64.053,0.273,65,nan
bar,0.012,64.117,0.046,65,nan
bar,0.013,64.146,0.013,65,nan
bar,0.013,64.200,0.036,65,nan
bar,0.010,64.238,0.023,65,nan
bar,0.012,64.283,0.029,65,nan
bar,0.010,64.302,0.009,65,nan
bar,0.010,64.330,0.015,65,nan
bar,0.012,64.378,0.031,65,nan
bar,0.021,65.082,0.644,96,11.319
bar,0.016,65.147,0.043,107,6.983
bar,0.012,65.201,0.040,65,nan
bar,0.014,65.266,0.047,65,nan
bar,0.019,65.327,0.037,65,nan
bar,0.017,65.396,0.050,65,nan
bar,0.012,65.515,0.094,65,nan
bar,0.013,65.754,0.197,65,nan
bar,0.011,65.815,0.044,65,nan
bar,0.027,65.908,0.058,130,nan
bar,0.011,65.960,0.039,65,nan
bar,0.020,66.022,0.039,65,nan
bar,0.012,66.087,0.050,65,nan
bar,0.011,66.132,0.030,65,nan
bar,0.013,66.228,0.075,95,11.320
bar,0.010,66.471,0.208,65,nan
bar,0.033,66.648,0.131,161,11.319
bar,0.013,66.684,0.021,65,nan
