Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
bar,0.642,3951.224,6.479,10300,4.635
bar,0.708,3959.485,6.552,10279,2.059
bar,0.622,3967.691,6.590,10276,1.881
bar,0.659,3975.856,6.499,10273,2.861
bar,0.668,3984.364,6.852,10250,2.970
bar,0.641,3992.500,6.516,10283,4.120
bar,0.711,4000.659,6.421,10256,3.795
bar,0.671,4008.849,6.520,10294,3.368
bar,0.644,4016.905,6.497,10301,2.118
bar,0.646,4025.063,6.510,10287,3.913
bar,0.652,4033.393,6.626,10301,2.972
bar,0.627,4041.607,6.574,10281,2.386
bar,0.641,4049.806,6.536,10299,2.599
bar,0.648,4057.997,6.534,10283,2.843
bar,0.647,4066.101,6.431,10299,0.676
bar,0.676,4074.364,6.561,10251,1.456
bar,0.623,4082.494,6.499,10270,2.706
bar,0.618,4090.591,6.471,10267,2.960
bar,0.653,4098.793,6.550,10293,3.781
bar,0.630,4106.901,6.449,10283,2.273
bar,0.646,4115.678,7.115,10295,3.210
bar,0.667,4123.900,6.553,10281,2.378
bar,0.638,4131.867,6.339,10242,1.639
bar,0.642,4140.199,6.651,10363,1.329
bar,0.641,4148.417,6.541,10292,1.237
bar,0.639,4156.528,6.402,10251,0.381
bar,0.667,4164.698,6.529,10302,1.908
bar,0.645,4172.884,6.526,10256,4.165
bar,0.698,4181.479,6.883,10253,3.423
bar,0.743,4189.697,6.479,10293,1.581
bar,0.710,4197.907,6.476,10253,2.565
bar,0.687,4206.046,6.465,10289,1.348
bar,0.652,4214.140,6.469,10275,2.728
bar,0.658,4222.174,6.374,10244,1.631
bar,0.671,4230.158,6.331,10271,4.512
bar,0.605,4237.991,6.337,10247,2.772
bar,0.704,4246.019,6.353,10340,1.863
bar,0.656,4254.381,6.729,10255,1.623
bar,0.657,4262.385,6.379,10300,0.911
bar,0.631,4270.354,6.367,10284,2.267
bar,0.615,4278.626,6.706,10303,0.596
bar,0.599,4286.492,6.318,10243,2.640
bar,0.611,4294.536,6.466,10255,2.045
bar,0.597,4302.468,6.351,10263,2.012
bar,0.612,4310.417,6.425,10283,2.144
bar,0.645,4318.321,6.271,10242,0.374
bar,0.703,4326.465,6.440,10357,1.417
bar,0.605,4334.455,6.393,10242,3.934
bar,0.659,4342.383,6.316,10255,1.978
bar,0.623,4350.334,6.344,10283,1.547
bar,0.736,4358.581,6.511,10354,1.189
bar,0.631,4366.470,6.290,10259,1.552
bar,0.664,4374.539,6.407,10290,0.683
bar,0.633,4382.475,6.340,10279,2.297
