Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
bar,0.145,392.347,0.693,1071,11.319
bar,0.149,393.377,0.767,1047,10.084
bar,0.150,394.375,0.739,1036,11.320
bar,0.159,395.431,0.779,1089,8.858
bar,0.165,396.531,0.804,1040,nan
bar,0.141,397.496,0.712,1040,nan
bar,0.143,398.480,0.729,1037,11.319
bar,0.145,399.524,0.788,1060,11.320
bar,0.145,400.412,0.642,1059,6.396
bar,0.165,401.536,0.832,1070,11.320
bar,0.161,402.505,0.711,1040,nan
bar,0.158,403.466,0.739,1105,nan
bar,0.161,404.590,0.836,1126,0.459
bar,0.142,405.613,0.758,1056,9.678
bar,0.145,406.645,0.776,1056,12.147
bar,0.145,407.637,0.737,1070,11.320
bar,0.148,408.635,0.732,1027,13.973
bar,0.163,409.676,0.763,1132,11.323
bar,0.160,410.752,0.796,1059,6.396
bar,0.167,411.709,0.693,1037,11.319
bar,0.173,412.769,0.767,1040,nan
bar,0.150,413.861,0.816,1026,7.463
bar,0.143,414.770,0.664,1084,9.582
bar,0.151,415.849,0.799,1067,11.323
bar,0.176,416.929,0.787,1040,nan
bar,0.157,417.823,0.637,1037,11.319
bar,0.145,418.761,0.684,1040,nan
bar,0.177,419.888,0.822,1055,9.678
bar,0.165,420.976,0.795,1071,11.319
bar,0.161,421.968,0.723,1048,12.147
bar,0.150,422.959,0.722,1082,14.692
bar,0.182,424.120,0.848,1045,9.392
bar,0.146,425.051,0.680,1040,nan
bar,0.151,426.102,0.785,1070,11.320
bar,0.168,427.216,0.823,1035,11.755
bar,0.162,428.168,0.684,1028,6.782
bar,0.159,429.070,0.645,1040,nan
bar,0.143,430.139,0.812,1040,nan
bar,0.196,431.246,0.789,1112,9.949
bar,0.161,432.249,0.723,1040,nan
bar,0.169,433.346,0.810,1085,12.535
bar,0.145,434.295,0.696,1075,11.526
bar,0.146,435.298,0.754,1035,5.550
bar,0.149,436.414,0.839,1067,11.323
bar,0.148,437.459,0.786,1071,11.319
bar,0.153,438.405,0.687,1040,nan
bar,0.143,439.292,0.651,1037,11.319
bar,0.149,440.351,0.793,1036,11.320
bar,0.163,441.434,0.795,1067,9.272
bar,0.164,442.556,0.840,1075,11.735
bar,0.146,443.375,0.589,1040,nan
bar,0.145,444.315,0.690,1035,5.550
bar,0.180,445.443,0.824,1035,11.520
bar,0.171,446.455,0.739,1036,11.320
bar,0.145,447.388,0.685,1071,11.319
bar,0.160,448.480,0.809,1062,8.437
bar,0.165,449.539,0.779,1040,nan
bar,0.161,450.424,0.630,1037,11.319
bar,0.147,451.460,0.769,1070,11.320
bar,0.165,452.539,0.794,1036,11.320
bar,0.145,453.537,0.738,1025,8.858
bar,0.152,454.675,0.772,1067,11.323
bar,0.146,455.682,0.792,1040,nan
bar,0.155,456.667,0.717,1031,12.470
bar,0.173,457.586,0.650,1065,8.435
bar,0.154,458.738,0.867,1101,11.320
bar,0.166,459.770,0.747,1033,11.321
bar,0.158,460.857,0.809,1105,nan
bar,0.143,461.805,0.695,1035,5.550
bar,0.146,462.831,0.771,1041,11.317
bar,0.143,463.785,0.711,1036,11.320
bar,0.163,464.879,0.809,1048,12.147
bar,0.144,465.839,0.707,1028,9.397
bar,0.145,466.793,0.707,1040,nan
bar,0.174,467.971,0.876,1071,11.319
bar,0.149,469.127,0.879,1071,11.319
bar,0.154,470.113,0.715,1074,9.978
bar,0.149,471.191,0.808,1040,nan
bar,0.150,472.138,0.705,1033,11.321
bar,0.146,473.113,0.755,1040,nan
bar,0.151,474.215,0.829,1066,8.435
bar,0.154,475.147,0.669,1040,nan
bar,0.159,476.220,0.801,1072,12.362
bar,0.160,477.199,0.717,1034,5.551
bar,0.177,478.251,0.764,1098,11.321
bar,0.145,479.259,0.741,1040,nan
bar,0.156,480.221,0.695,1105,nan
bar,0.147,481.288,0.823,1043,11.596
bar,0.157,482.339,0.773,1065,3.065
bar,0.159,483.326,0.708,1031,5.547
bar,0.155,484.452,0.847,1031,4.051
bar,0.147,485.308,0.613,1046,-1.071
bar,0.151,486.400,0.814,1040,nan
bar,0.164,487.494,0.808,1030,9.397
bar,0.145,488.461,0.709,1040,nan
bar,0.149,489.481,0.759,1041,11.596
bar,0.139,490.469,0.743,1067,5.129
bar,0.171,491.486,0.730,1068,5.378
bar,0.157,492.543,0.784,1053,-1.078
bar,0.143,493.522,0.719,1040,nan
bar,0.185,494.635,0.802,1048,12.147
bar,0.142,495.564,0.680,1037,7.855
bar,0.163,496.630,0.790,1071,11.319
bar,0.144,497.666,0.777,1059,3.140
bar,0.147,498.665,0.759,1071,11.319
bar,0.155,499.572,0.665,1035,5.550
bar,0.152,500.619,0.775,1070,11.320
bar,0.147,501.649,0.759,1068,11.319
bar,0.151,502.644,0.731,1036,1.580
bar,0.145,503.701,0.785,1056,7.690
bar,0.149,504.765,0.796,1040,nan
bar,0.151,505.779,0.738,1040,nan
bar,0.181,506.676,0.631,1070,11.320
bar,0.148,507.709,0.798,1035,5.550
bar,0.154,508.679,0.702,1061,6.367
bar,0.181,509.710,0.743,1064,6.256
bar,0.163,510.770,0.773,1032,-1.062
bar,0.148,511.835,0.791,1040,nan
bar,0.169,512.827,0.714,1043,6.522
bar,0.161,513.897,0.780,1067,5.129
bar,0.149,514.939,0.781,1036,-1.061
bar,0.151,515.995,0.779,1071,11.319
bar,0.152,517.065,0.788,1080,6.698
bar,0.143,517.936,0.626,1036,3.894
bar,0.156,519.065,0.832,1057,1.602
bar,0.146,520.041,0.722,1060,3.335
bar,0.141,521.122,0.810,1077,3.264
bar,0.163,522.074,0.684,1040,nan
bar,0.159,523.173,0.816,1068,5.129
bar,0.153,524.096,0.666,1056,2.667
bar,0.157,525.096,0.725,1027,7.484
bar,0.146,526.168,0.796,1064,5.131
bar,0.173,527.271,0.799,1040,nan
bar,0.150,528.206,0.679,1052,12.333
bar,0.162,529.210,0.735,1040,nan
bar,0.144,530.259,0.787,1067,9.272
bar,0.149,531.288,0.765,1037,-1.062
bar,0.147,532.251,0.711,1040,11.597
bar,0.167,533.223,0.707,1037,-1.062
bar,0.149,534.299,0.809,1070,9.157
bar,0.147,535.337,0.777,1040,nan
bar,0.164,536.265,0.666,1079,-0.624
bar,0.146,537.340,0.797,1040,nan
bar,0.145,538.396,0.793,1028,9.397
bar,0.153,539.309,0.649,1100,11.320
bar,0.146,540.346,0.774,1068,5.129
bar,0.148,541.376,0.772,1045,12.150
bar,0.150,542.423,0.775,1071,11.319
bar,0.170,543.436,0.733,1086,8.860
bar,0.174,544.436,0.725,1036,11.320
bar,0.143,545.528,0.823,1070,11.320
bar,0.149,546.601,0.802,1071,11.319
bar,0.159,547.510,0.656,1058,5.809
bar,0.145,548.586,0.801,1040,nan
bar,0.166,549.675,0.801,1025,8.858
bar,0.190,550.742,0.785,1066,5.130
bar,0.150,551.670,0.687,1045,12.150
bar,0.141,552.697,0.763,1055,11.778
